Tidpunkt;Latency;Down;Up;ID
2021-05-09 15:50;41,69;8,23;6,00;sth4047554fa
2021-05-09 16:00;39,30;10,03;5,83;sth404b70294
2021-05-09 16:10;29,94;8,65;5,74;sth404659f69
2021-05-09 16:20;30,61;8,04;5,63;sth20ac808ba
2021-05-09 16:30;39,27;12,99;7,01;sth20a9e5b75
2021-05-09 16:40;32,73;11,31;5,78;sth4044eb542
2021-05-09 16:50;36,95;7,17;6,49;sth404babde2
2021-05-09 17:00;41,41;7,95;6,07;sth404de1ae6
2021-05-09 17:10;38,84;14,13;6,39;sth20a75356f
2021-05-09 17:20;33,91;13,26;6,59;sth20a62032f
2021-05-09 17:30;38,53;7,72;6,31;sth4045e6648
2021-05-09 17:40;38,52;10,62;6,23;sth20aa612bb
2021-05-09 17:50;29,94;4,50;4,95;sth20ac97db3
2021-05-09 18:00;89,71;6,19;5,38;sth20af27565
2021-05-09 18:10;35,38;9,12;5,11;sth20a315df1
2021-05-09 18:20;58,58;4,57;5,00;sth20a692895
2021-05-09 18:30;36,71;6,34;5,37;sth404235aed
2021-05-09 18:40;52,28;2,77;5,38;sth404f9fb27
2021-05-09 18:50;133,38;6,55;3,83;sth20a0fcdb1
2021-05-09 19:00;57,68;3,93;4,15;sth404b2af4c
2021-05-09 19:10;67,83;1,66;3,95;sth4042252b0
2021-05-09 19:20;54,57;1,62;3,68;sth20adb5789
2021-05-09 19:30;87,07;1,70;3,39;sth404300a24
2021-05-09 19:40;100,82;2,71;4,11;sth20a7dc550
2021-05-09 19:50;63,01;5,58;4,22;sth404c6ce59
2021-05-09 20:00;66,58;3,75;0,64;sth40466cc3c
2021-05-09 20:10;70,27;2,40;5,19;sth20ae192c3
2021-05-09 20:20;128,74;2,81;2,74;sth404880450
2021-05-09 20:30;291,16;0,75;3,19;sth20acb8f80
2021-05-09 20:40;161,12;1,66;2,00;sth404ecaea3
2021-05-09 20:50;110,18;3,30;4,80;sth20a078d6f
2021-05-09 21:00;77,71;6,62;5,60;sth404d7ef76
2021-05-09 21:10;94,27;2,29;4,34;sth404acc854
2021-05-09 21:20;244,25;1,32;3,05;sth20ae6d4ba
2021-05-09 21:30;105,10;1,21;1,39;sth4043af69e
2021-05-09 21:40;84,85;0,87;2,36;sth20af48a1a
2021-05-09 21:50;74,27;3,56;3,59;sth404e05840
2021-05-09 22:00;74,87;1,86;4,07;sth40482aecc
2021-05-09 22:10;160,57;4,46;5,75;sth20a1ce9f8
2021-05-09 22:20;60,45;8,17;5,28;sth20a1bc045
2021-05-09 22:30;31,85;8,84;5,96;sth404444c03
2021-05-09 22:40;37,62;7,88;6,12;sth20abb5ef5
2021-05-09 22:50;29,72;5,65;5,00;sth404a019f4
2021-05-09 23:00;30,69;8,94;5,75;sth20a4be023
2021-05-09 23:10;35,27;12,59;6,53;sth404de75ce
2021-05-09 23:20;38,83;8,09;5,90;sth20a96a468
2021-05-09 23:30;39,41;6,58;1,41;sth404f993b8
2021-05-09 23:40;30,54;11,71;5,91;sth40440c644
2021-05-09 23:50;38,57;12,84;6,68;sth404310e94
2021-05-10 00:00;29,66;10,23;2,08;sth404199ab0
44326,00001;54,26;13,82;6,98;sth404fcf17f
2021-05-10 00:10;42,39;12,05;5,81;sth20a29cea9
44326,00696;36,43;15,87;6,59;sth20a7ef1a2
44326,0139;31,13;11,26;6,40;sth404521c68
2021-05-10 00:20;34,82;12,99;6,80;sth404a00f61
2021-05-10 00:30;37,09;17,71;6,49;sth20a4af517
44326,02084;39,82;6,62;5,77;sth404e2734d
44326,02779;29,55;8,95;7,06;sth40461a030
44326,03473;37,12;6,08;5,34;sth20a572ac2
2021-05-10 00:50;39,45;18,50;7,17;sth404c24587
2021-05-10 01:00;35,15;18,16;6,94;sth20aefee89
2021-05-10 01:10;36,26;15,92;6,92;sth20a4a56ed
2021-05-10 01:20;29,96;16,70;7,12;sth20ad5d020
2021-05-10 01:30;29,53;18,32;7,14;sth40409f71a
2021-05-10 01:40;31,69;15,82;2,12;sth40435a51f
2021-05-10 01:50;41,39;14,87;4,66;sth20a5399d6
2021-05-10 02:00;36,26;15,71;7,27;sth4046d7aa7
2021-05-10 02:10;29,29;14,55;7,35;sth20accae51
2021-05-10 02:20;30,58;16,15;7,33;sth20a02e983
2021-05-10 02:30;28,82;14,20;7,45;sth4045ce20e
2021-05-10 02:40;35,69;16,43;7,28;sth20a535175
2021-05-10 02:50;29,95;16,77;6,42;sth20a141cd6
2021-05-10 03:00;37,68;17,25;7,83;sth4040de497
2021-05-10 03:10;39,99;17,51;7,20;sth40467cc19
2021-05-10 03:20;32,55;15,73;6,79;sth20a7c883e
2021-05-10 03:30;38,26;16,30;8,07;sth20ab98bed
2021-05-10 03:40;30,26;16,47;8,25;sth4047f3e51
2021-05-10 03:50;39,98;22,39;7,03;sth4046640b6
2021-05-10 04:00;29,97;17,75;7,81;sth20a6adbde
2021-05-10 04:10;39,94;23,71;7,33;sth4041c841b
2021-05-10 04:20;29,52;25,19;7,25;sth4045960c8
2021-05-10 04:30;31,41;17,83;7,43;sth40479ee44
2021-05-10 04:40;29,92;19,64;6,78;sth20acdc1b1
2021-05-10 04:50;29,97;21,42;7,58;sth4044e107f
2021-05-10 05:00;37,10;17,41;6,89;sth20af86a59
2021-05-10 05:10;37,08;21,31;7,43;sth4042cdb83
2021-05-10 05:20;34,58;20,19;7,25;sth4042950d9
2021-05-10 05:30;29,90;20,14;7,37;sth4046bdddb
2021-05-10 05:40;29,96;14,90;7,24;sth20aaf0f1c
2021-05-10 05:50;29,55;19,79;7,24;sth4048adc67
2021-05-10 06:00;38,50;21,18;7,95;sth4043aab06
2021-05-10 06:10;39,91;21,82;7,82;sth2014a8606
2021-05-10 06:20;37,98;20,45;7,87;sth20147d365
2021-05-10 06:30;43,12;20,23;7,53;sth2014bb11f
2021-05-10 06:40;36,82;19,14;7,75;sth40b3910f3
2021-05-10 06:50;39,14;17,94;7,35;sth2018f2a31
2021-05-10 07:00;29,66;9,34;7,09;sth40b1f5114
2021-05-10 07:10;36,81;17,62;7,38;sth201e87543
2021-05-10 07:20;29,79;18,61;7,15;sth40b9dde17
2021-05-10 07:30;37,12;11,72;7,04;sth201b1904e
2021-05-10 07:40;28,83;10,96;6,84;sth201ead990
2021-05-10 07:50;45,70;10,17;7,13;sth201373e05
2021-05-10 08:00;32,52;12,87;7,00;sth40b8a53cb
2021-05-10 08:10;33,55;13,85;6,95;sth201d102c8
2021-05-10 08:20;29,96;12,24;3,59;sth2013813cf
2021-05-10 08:30;38,00;13,13;6,70;sth20188c4a1
2021-05-10 08:40;37,37;16,50;6,39;sth201728e92
2021-05-10 08:50;29,98;12,62;5,49;sth40b648e05
2021-05-10 09:00;36,53;16,19;6,34;sth40b47d796
2021-05-10 09:10;37,47;18,28;6,95;sth40bf9cb86
2021-05-10 09:20;35,44;9,98;5,81;sth201a8a0f8
2021-05-10 09:30;40,71;15,02;6,16;sth201ab4c85
2021-05-10 09:40;81,73;12,65;6,51;sth40be984e9
2021-05-10 09:50;33,27;15,33;6,57;sth40b10a25e
2021-05-10 10:00;35,69;12,61;5,77;sth2017c384a
2021-05-10 10:10;30,95;17,55;6,13;sth40b6f5df9
2021-05-10 10:20;43,85;12,01;6,78;sth40b21e9d3
2021-05-10 10:30;29,93;16,96;6,03;sth40bb061ca
2021-05-10 10:40;30,64;14,19;5,71;sth201c6844b
