'2021-05-11 01:50:02',57.9606,5.17377,2.24678,svl407b67242'
'2021-05-11 02:00:01',49.968,5.6519,2.88973,svl20a1cd0f9'
'2021-05-11 02:10:01',50.3109,3.75135,2.87859,svl20aacf91a'
'2021-05-11 02:20:01',55.3897,4.7425,2.33808,svl4073fca61'
'2021-05-11 02:30:01',48.8341,3.12896,2.36641,svl407239a37'
'2021-05-11 02:40:01',49.5618,3.6615,2.76608,svl20afd7605'
'2021-05-11 02:50:02',54.2681,6.10916,2.68255,svl20a9acaf2'
'2021-05-11 03:00:01',52.2629,5.89885,3.06696,svl407da349e'
'2021-05-11 03:10:01',54.2782,5.29888,3.56745,svl4077b1e8f'
'2021-05-11 03:20:01',51.9772,5.70752,3.14135,svl20a303b8a'
'2021-05-11 03:30:01',49.5607,6.45674,2.96195,svl20aa0e925'
'2021-05-11 03:40:01',51.3911,10.1199,3.36992,svl407600536'
'2021-05-11 03:50:01',51.7,6.8874,3.31915,svl20a0371b2'
'2021-05-11 04:00:01',49.3739,6.46256,3.42467,svl40723850d'
'2021-05-11 04:10:01',50.2526,5.40624,3.12643,svl4075d19d8'
'2021-05-11 04:20:01',49.9781,6.74821,3.35088,svl20ab44b94'
'2021-05-11 04:30:01',50.2691,4.66351,2.61245,svl20a963e25'
'2021-05-11 04:40:01',49.8469,4.62412,3.89893,svl20a0ca48d'
'2021-05-11 04:50:01',49.5667,7.24835,2.6891,svl407fe4c2f'
'2021-05-11 05:00:01',51.7129,3.51889,2.14314,svl4077957c0'
'2021-05-11 05:10:01',54.2819,5.48279,2.81677,svl407385ecb'
'2021-05-11 05:20:01',48.5702,6.05658,3.33717,svl20aa67f77'
'2021-05-11 05:30:01',51.7085,5.06715,2.77477,svl407dd3c3c'
'2021-05-11 05:40:01',50.5405,10.5169,3.79326,svl407a720af'
'2021-05-11 05:50:01',55.4102,3.71906,2.6057,svl20ab46641'
'2021-05-11 06:00:01',50.2846,5.99325,2.43574,svl4071eb41e'
'2021-05-11 06:10:01',51.3716,8.40029,2.63591,svl20abd48ae'
'2021-05-11 06:20:01',56.828,5.691,3.4108,svl407d8d5d1'
'2021-05-11 06:30:01',50.2511,6.51872,1.66199,svl20a671431'
'2021-05-11 06:40:02',48.4,2.28187,1.73642,svl4076f4b60'
'2021-05-11 06:50:01',51.0113,2.62446,1.85796,svl40733e08c'
'2021-05-11 07:00:01',52.0807,7.17507,2.67465,svl20aca264a'
'2021-05-11 07:10:01',46.5451,8.25571,2.79011,svl20a522c07'
'2021-05-11 07:20:01',54.5493,5.8957,2.96044,svl407ebd447'
'2021-05-11 07:30:01',50.5537,2.19649,3.02262,svl407e51088'
'2021-05-11 07:40:01',51.7083,5.96193,2.6085,svl40787ff50'
'2021-05-11 07:50:01',50.4176,6.21948,2.53742,svl20a34f201'
'2021-05-11 08:00:02',56.0298,3.08529,2.07222,svl40747dc8c'
'2021-05-11 08:10:01',51.6932,5.9016,3.59003,svl20aeced48'
'2021-05-11 08:20:01',52.4904,7.72272,4.00801,svl20ac47476'
'2021-05-11 08:30:01',52.1369,7.75144,2.64137,svl407199d67'
'2021-05-11 08:40:02',51.5785,2.88718,1.77406,svl20aada2fe'
'2021-05-11 08:50:01',52.1676,1.73009,2.05331,svl4072643b3'
'2021-05-11 09:00:01',50.9846,5.90419,2.06914,svl20a8f3e99'
'2021-05-11 09:10:01',50.7092,5.86578,2.69868,svl20a72e7ea'
'2021-05-11 09:20:01',51.8704,5.30086,2.48849,svl407aae8d3'
'2021-05-11 09:30:01',48.1051,6.72453,3.76674,svl4073449f5'
'2021-05-11 09:40:01',50.836,5.7923,2.70537,svl20ae818e7'
'2021-05-11 09:50:01',53.1252,6.6089,2.62332,svl407d5d747'
'2021-05-11 10:00:01',48.9785,7.45655,2.38793,svl40760aae1'
'2021-05-11 10:10:02',55.5231,3.82765,1.88254,svl4073d8889'
'2021-05-11 10:20:01',50.2446,9.70466,4.57076,svl20ad0d26b'
'2021-05-11 10:30:01',52.9849,2.57386,2.25669,svl20ad56eda'
'2021-05-11 10:40:01',50.9657,5.53117,2.39791,svl407c0c3d0'
'2021-05-11 10:50:01',60.2866,2.4843,2.40432,svl20a61a290'
'2021-05-11 11:00:01',57.6888,4.54754,2.45431,svl20a924281'
'2021-05-11 11:10:01',53.1411,3.46657,2.83613,svl20a9731e5'
'2021-05-11 11:20:01',49.7727,5.49589,2.49777,svl20a4a257e'
'2021-05-11 11:30:01',52.804,4.15375,2.70986,svl20a9db3a1'
'2021-05-11 11:40:01',51.4241,6.34278,2.48382,svl4076136bf'
'2021-05-11 11:50:01',53.6932,3.40643,2.16936,svl20a0e78d8'
'2021-05-11 12:00:01',53.4084,3.97119,2.51553,svl20adf07aa'
'2021-05-11 12:10:01',56.9448,4.18317,2.0137,svl4073c6e95'
'2021-05-11 12:20:01',52.8179,4.56242,1.89139,svl20a196052'
'2021-05-11 12:30:01',50.2816,3.66864,1.5242,svl407cbcd7e'
'2021-05-11 12:40:01',52.1474,2.78901,2.02259,svl20ace1817'
'2021-05-11 12:50:01',51.6972,3.7833,1.7762,svl407f53a0c'
'2021-05-11 13:00:01',62.7007,2.89377,2.38133,svl20ae165ae'
'2021-05-11 13:10:01',54.5488,5.41974,2.22546,svl4075f16d0'
'2021-05-11 13:20:01',55.1166,2.66067,1.67955,svl20aafeeb7'
'2021-05-11 13:30:01',54.531,5.2611,2.65792,svl407d22179'
'2021-05-11 13:40:01',51.7277,5.20336,2.96766,svl20a476067'
'2021-05-11 13:50:01',51.3131,6.33946,2.96731,svl20af14b5a'
'2021-05-11 14:00:01',50.8386,5.46172,2.83317,svl40718e159'
'2021-05-11 14:10:01',56.7959,5.52441,2.52171,svl20ab1da1f'
'2021-05-11 14:20:01',51.445,11.4359,3.76416,svl20abe175a'
'2021-05-11 14:30:02',53.6594,4.24555,2.8682,svl20a265445'
'2021-05-11 14:40:01',54.3601,4.53133,1.95693,svl4078b2565'
'2021-05-11 14:50:01',51.5603,2.84946,2.26476,svl20aede737'
'2021-05-11 15:00:01',49.9878,4.03203,2.75182,svl40722d3b5'
'2021-05-11 15:10:01',52.0038,6.31281,3.04465,svl20a4a5cd1'
'2021-05-11 15:20:01',52.6999,2.36462,2.18056,svl20ae84e53'
'2021-05-11 15:30:02',54.077,2.24679,2.43687,svl407c80ef7'
'2021-05-11 15:40:01',51.5268,3.46769,1.69549,svl20ac43b0c'
'2021-05-11 15:50:01',52.4021,4.12202,2.69511,svl20a9e6591'
'2021-05-11 16:00:01',52.1676,0.862672,1.90831,svl20a9e29a8'
'2021-05-11 16:10:02',52.8066,4.01343,2.8694,svl20ab4a3f2'
'2021-05-11 16:20:01',49.1129,8.12853,3.95606,svl4073d96d7'
'2021-05-11 16:30:01',52.3728,4.2147,2.52938,svl407fdb12a'
'2021-05-11 16:40:01',48.4135,3.38972,2.56377,svl407b7a858'
'2021-05-11 16:50:01',55.7683,2.99954,1.94476,svl4076b4590'
'2021-05-11 17:00:01',49.7206,4.96624,2.65059,svl20aad627d'
'2021-05-11 17:10:01',49.8469,6.79074,3.72704,svl20a0af302'
'2021-05-11 17:20:01',50.7306,5.12861,2.27009,svl20a55b2f1'
'2021-05-11 17:30:01',51.5626,3.31828,2.1394,svl20ac158ae'
'2021-05-11 17:40:01',54.5352,3.40183,1.15145,svl20a1fc709'
'2021-05-11 17:50:01',57.5636,1.12324,1.21587,svl20a479105'
'2021-05-11 18:00:01',77.085,1.35915,1.6844,svl407f8738b'
'2021-05-11 18:10:01',88.2551,1.72433,2.01661,svl4075833e5'
'2021-05-11 18:20:01',180.283,0.589414,1.09913,svl40765ac6e'
'2021-05-11 18:30:01',52.5962,4.42974,2.75975,svl20ad8c769'
'2021-05-11 18:40:01',49.263,2.67949,2.03717,svl407a5d36b'
'2021-05-11 18:50:01',60.6956,0.913654,1.80319,svl20a7976f6'
'2021-05-11 19:00:01',48.2611,2.18641,2.60262,svl4077202b8'
'2021-05-11 19:10:01',168.554,2.38499,1.42364,svl20ab83d79'
'2021-05-11 19:20:01',55.4195,0.732082,1.93334,svl20a8fa07f'
'2021-05-11 19:30:01',96.9993,1.5259,1.77334,svl40795c847'
'2021-05-11 19:40:01',146.379,0.864355,1.66153,svl20abbd6a1'
'2021-05-11 19:50:01',97.096,1.40785,2.07761,svl40740cab5'
'2021-05-11 20:00:01',222.861,0.333143,0.709611,svl20a93ae68'
'2021-05-11 20:10:01',50.2699,0.45956,2.66182,svl407e7df4a'
'2021-05-11 20:20:02',56.8646,1.13315,0.63188,svl4075d4692'
'2021-05-11 20:30:01',670.406,0.382788,0.371659,svl407a3d5e7'
'2021-05-11 20:40:01',302.383,1.27093,0.694084,svl20a39d45e'
'2021-05-11 20:50:01',207.864,0.488624,0.956096,svl407532cc5'
'2021-05-11 21:00:01',179.136,0.619613,0.618222,svl407cb1bde'
'2021-05-11 21:10:01',103.999,1.17076,1.03185,svl20a33607c'
'2021-05-11 21:20:01',76.6839,1.92517,1.76307,svl20a4bcfe1'
'2021-05-11 21:30:01',194.244,0.819892,1.47847,svl20af489d2'
'2021-05-11 21:40:01',50.2809,3.02378,2.38937,svl407db9a69'
'2021-05-11 21:50:01',181.162,1.28117,2.0472,svl20a4b9e07'
'2021-05-11 22:00:01',125.133,1.73925,2.50266,svl20a34592c'
'2021-05-11 22:10:01',188.559,3.27436,2.24682,svl407f5ef17'
'2021-05-11 22:20:01',50.8299,3.86512,1.81573,svl40795f6c4'
'2021-05-11 22:30:01',49.9818,5.1741,1.74527,svl407ca83a6'
'2021-05-11 22:40:01',50.4154,6.32437,3.09404,svl407c5f5ef'
'2021-05-11 22:50:01',55.435,5.3436,1.98377,svl4076b7887'
'2021-05-11 23:00:01',53.1286,3.27851,2.35259,svl4070c19a4'
'2021-05-11 23:10:01',51.1289,5.94867,2.78132,svl407c6a17b'
'2021-05-11 23:20:02',50.6954,2.44876,2.20433,svl2085730b6'
'2021-05-11 23:30:02',51.9957,5.05295,2.57348,svl40765ec5e'
'2021-05-11 23:40:01',55.1455,5.47134,2.30293,svl407f3a88a'
'2021-05-11 23:50:01',48.7036,5.20477,3.28931,svl40727e6d6'
'2021-05-12 00:00:01',50.4366,5.74815,2.28128,svl2083d02f5'
'2021-05-12 00:10:01',51.3971,5.08359,3.13073,svl4078df41b'
'2021-05-12 00:20:01',53.6645,4.27274,2.51737,svl407745111'
'2021-05-12 00:30:01',49.0049,3.10219,3.05649,svl208d700ee'
'2021-05-12 00:40:01',50.2505,6.57101,2.77733,svl208a9b528'
'2021-05-12 00:50:01',52.8377,6.20942,3.14911,svl208db8cd6'
'2021-05-12 01:00:01',49.1501,9.31247,3.83475,svl20824ca6a'
'2021-05-12 01:10:01',50.8513,1.40955,2.11127,svl40762c687'
'2021-05-12 01:20:01',54.2619,6.06507,2.77792,svl20821a00b'
'2021-05-12 01:30:01',51.9869,5.16491,2.86286,svl208a97bef'
'2021-05-12 01:40:01',52.9719,4.78872,1.99538,svl40739beb8'
'2021-05-12 01:50:01',49.9882,5.84475,2.48893,svl2084ffb46'
'2021-05-12 02:00:01',49.948,7.01234,2.53732,svl2086bd310'
'2021-05-12 02:10:01',55.6549,5.51476,2.71794,svl2086fef63'
'2021-05-12 02:20:01',49.4122,5.22626,2.60159,svl407beee65'
'2021-05-12 02:30:01',48.5683,5.65381,2.63036,svl208c8c342'
'2021-05-12 02:40:01',49.2743,5.69825,2.13022,svl208dfb81d'
'2021-05-12 02:50:01',50.5467,5.3682,2.69872,svl20809d66a'
'2021-05-12 03:00:02',52.8343,5.91658,2.73437,svl208749006'
'2021-05-12 03:10:01',55.6882,6.5068,2.84594,svl407e9fc01'
'2021-05-12 03:20:01',63.7953,3.61059,2.54332,svl4075d10cd'
'2021-05-12 03:30:02',49.9826,2.98045,2.42876,svl407367ebe'
'2021-05-12 03:40:01',57.3742,5.55411,2.30973,svl2084bdcef'
'2021-05-12 03:50:01',52.5656,6.38136,2.0444,svl40737142b'
'2021-05-12 04:00:01',49.9891,6.22658,2.83967,svl2089beac3'
'2021-05-12 04:10:01',50.5696,4.78103,2.61899,svl2080af657'
'2021-05-12 04:20:01',51.721,5.34444,2.71987,svl208d25518'
'2021-05-12 04:30:01',54.5557,3.18046,2.54828,svl208fd51ca'
'2021-05-12 04:40:01',50.1247,5.83192,2.76134,svl208e61d65'
'2021-05-12 04:50:01',55.9558,5.29612,2.63363,svl407832d53'
'2021-05-12 05:00:01',50.5823,5.95051,2.87442,svl20823d702'
'2021-05-12 05:10:01',50.2379,4.62069,2.87125,svl40781ec10'
'2021-05-12 05:20:01',53.9178,5.26823,2.69099,svl4073eb069'
'2021-05-12 05:30:01',50.5388,5.84862,3.25171,svl20895f6d5'
'2021-05-12 05:40:01',52.835,6.38133,2.64748,svl407f78cb0'
'2021-05-12 05:50:01',49.8257,5.38914,2.90576,svl2086e18bc'
'2021-05-12 06:00:01',49.9809,4.99383,3.08938,svl2080d8456'
'2021-05-12 06:10:01',48.8215,4.9518,2.18845,svl4072b914c'
'2021-05-12 06:20:01',52.4063,3.52669,2.15061,svl4073a467c'
'2021-05-12 06:30:01',109.718,3.07296,1.59456,svl4070b9e57'
'2021-05-12 06:40:01',52.1273,5.72604,2.97164,svl4079989a9'
'2021-05-12 06:50:01',56.8544,5.82291,3.15537,svl208add79b'
'2021-05-12 07:00:01',52.8474,6.33394,2.5659,svl407344468'
'2021-05-12 07:10:01',51.4314,6.85199,3.16012,svl208859c32'
'2021-05-12 07:20:01',53.9743,2.60796,2.53431,svl407ab9a1c'
'2021-05-12 07:30:01',55.8518,0.668831,2.28362,svl208733ae4'
'2021-05-12 07:40:01',55.1319,5.36488,2.37724,svl208a289a1'
'2021-05-12 07:50:01',52.4044,5.34701,2.80851,svl407599f37'
'2021-05-12 08:00:01',52.4194,3.97808,2.19853,svl2087c068a'
'2021-05-12 08:10:01',55.9729,1.39327,2.38962,svl2083da3f4'
'2021-05-12 08:20:01',53.9742,2.90631,2.56758,svl4079880cc'
'2021-05-12 08:30:01',52.111,2.39788,1.66263,svl407deb07c'
'2021-05-12 08:40:01',53.5275,4.3841,2.26131,svl407357321'
'2021-05-12 08:50:01',51.9692,3.46735,0.604604,svl4071541da'
'2021-05-12 09:00:01',52.2742,3.17027,1.69969,svl2088783b2'
'2021-05-12 09:10:01',52.4088,0.819339,1.99074,svl40744aac4'
'2021-05-12 09:20:01',50.0037,3.60582,1.35878,svl40716d2a2'
'2021-05-12 09:30:02',49.0935,3.34909,1.60186,svl208c92848'
'2021-05-12 09:40:01',50.5978,0.916282,1.42849,svl4074261a4'
'2021-05-12 09:50:01',50.8261,2.37148,1.90425,svl208a12304'
'2021-05-12 10:00:01',53.1301,3.38119,1.5743,svl20894c595'
'2021-05-12 10:10:01',48.448,4.39197,1.01492,svl4072f933e'
'2021-05-12 10:20:01',51.4104,3.53974,2.70396,svl407f3a431'
'2021-05-12 10:30:01',52.7166,3.01603,3.9354,svl407afa25a'
'2021-05-12 10:40:01',54.2451,4.38303,1.95682,svl2081308e7'
'2021-05-12 10:50:01',49.9766,4.23772,2.6626,svl208f0d097'
'2021-05-12 11:00:02',57.1473,2.5567,2.11751,svl208f38fc1'
'2021-05-12 11:10:01',53.1413,6.34327,2.48758,svl407e9a6c3'
'2021-05-12 11:20:01',52.7079,4.75207,2.54674,svl208a8e193'
'2021-05-12 11:30:01',48.2624,4.56991,2.8933,svl208a34d90'
'2021-05-12 11:40:01',48.4357,4.52174,2.41154,svl40763b126'
'2021-05-12 11:50:01',50.2719,4.77402,2.31228,svl407c81f09'
'2021-05-12 12:00:01',53.8024,5.54662,2.41259,svl407538c56'
'2021-05-12 12:10:01',49.1124,4.22938,2.14603,svl20883c270'
'2021-05-12 12:20:01',48.1105,7.49257,1.93881,svl40723f090'
'2021-05-12 12:30:01',53.9443,5.0153,2.67184,svl407fe5d2a'
'2021-05-12 12:40:01',51.1307,4.18039,2.05304,svl2086c246d'
'2021-05-12 12:50:01',49.6791,4.77268,2.22173,svl20803aee6'
'2021-05-12 13:00:01',52.6775,4.2002,2.0158,svl20860df47'
'2021-05-12 13:10:01',49.8178,1.51464,2.39847,svl2087c47d7'
'2021-05-12 13:20:01',57.1416,1.58234,1.88568,svl208fe0667'
'2021-05-12 13:30:01',53.2803,7.16491,2.80532,svl20829948d'
'2021-05-12 13:40:01',52.6985,4.45209,1.64736,svl2083b93f9'
'2021-05-12 13:50:01',54.1092,5.98258,3.69038,svl40710239a'
'2021-05-12 14:00:02',54.835,1.89342,2.67914,svl4079e741d'
'2021-05-12 14:10:01',52.3626,2.6409,2.35491,svl4078de200'
'2021-05-12 14:20:01',50.1532,1.02925,2.62345,svl407b5ce65'
'2021-05-12 14:30:01',51.4295,6.79453,2.59597,svl407b3b2df'
'2021-05-12 14:40:01',51.8336,2.98919,2.24456,svl208e4faa4'
'2021-05-12 14:50:01',49.9799,3.08411,1.73468,svl407110e60'
'2021-05-12 15:00:01',57.1419,1.0439,1.6583,svl40725c121'
'2021-05-12 15:10:01',53.8403,2.16087,1.92139,svl208dfd9c7'
'2021-05-12 15:20:01',47.2482,7.87033,3.40577,svl407de958b'
'2021-05-12 15:30:01',55.9469,5.43415,2.60431,svl4072f1186'
'2021-05-12 15:40:01',53.1234,5.39403,2.73021,svl2080827c8'
'2021-05-12 15:50:01',55.6172,4.92284,2.74233,svl208614932'
'2021-05-12 16:00:01',54.5351,6.35059,1.66245,svl208af66ee'
'2021-05-12 16:10:01',51.1514,5.22773,3.13943,svl208958194'
'2021-05-12 16:20:01',51.3988,5.35178,2.69264,svl20853ae74'
'2021-05-12 16:30:01',49.4385,4.14355,2.55125,svl407d2828a'
'2021-05-12 16:40:01',53.3957,4.7377,2.76527,svl407403641'
'2021-05-12 16:50:01',51.1165,4.31161,2.50075,svl40711dea6'
'2021-05-12 17:00:01',54.2828,1.48985,1.7988,svl407f76e41'
'2021-05-12 17:10:01',51.1107,4.239,2.84643,svl4072e2c22'
'2021-05-12 17:20:01',51.4334,1.51279,3.23332,svl40708f6b0'
'2021-05-12 17:30:01',136.555,1.21679,1.4059,svl4071aa50d'
'2021-05-12 17:40:01',67.9487,2.99157,3.07568,svl2085fcda7'
'2021-05-12 17:50:02',52.4214,3.56489,2.04879,svl208b87014'
'2021-05-12 18:00:01',87.855,2.95623,2.09094,svl40786ee44'
'2021-05-12 18:10:01',62.5529,1.04591,0.80629,svl208d5e3ef'
'2021-05-12 18:20:01',82.2502,2.40988,1.24808,svl4077e77d4'
'2021-05-12 18:30:01',27.4094,2.45909,2.24754,'sth4031c5f7a'
'2021-05-12 18:40:01',29.8301,0.764394,0.824952,'sth4032c46f4'
'2021-05-12 18:50:01',24.2729,2.66804,2.36357,'sth204cf2bcb'
'2021-05-12 19:00:01',29.9262,3.8241,2.06094,'sth2040a7ff8'
'2021-05-12 19:10:01',49.8527,0.49791,1.12284,'sth403ea3fff'
'2021-05-12 19:20:01',34.284,2.76188,1.30877,'sth204cbbff0'
'2021-05-12 19:30:01',43.4102,2.60356,1.71837,'sth403cf2734'
'2021-05-12 19:40:01',24.1301,2.14174,1.36198,'sth403ca194d'
'2021-05-12 19:50:01',38.1436,2.42096,1.99071,'sth204a20f15'
'2021-05-12 20:00:01',96.2664,1.02686,1.90343,'sth2041243b4'
'2021-05-12 20:10:01',22.9543,1.46992,2.36902,'sth403e02c30'
'2021-05-12 20:20:01',28.9484,1.65717,1.83097,'sth2040a98e5'
'2021-05-12 20:30:01',41.1738,1.45587,2.03252,'sth403a7f695'
'2021-05-12 20:40:01',82.0098,0.62141,0.923052,'sth403004e91'
'2021-05-12 20:50:01',172.459,0.753042,1.28147,'sth40379d580'
'2021-05-12 21:00:01',185.131,0.482455,0.621075,'sth204363af7'
'2021-05-12 21:10:01',82.3182,0.895504,1.74753,'sth2042d6f82'
'2021-05-12 21:20:01',92.5728,0.861546,2.46754,'sth4034c9611'
'2021-05-12 21:30:01',126.248,0.957641,1.54234,'sth20422327e'
'2021-05-12 21:40:01',65.734,1.69564,2.83586,'sth403825c05'
'2021-05-12 21:50:01',28.2636,3.19271,2.3428,'sth2044ccbc5'
'2021-05-12 22:00:01',25.6197,1.57371,2.27216,'sth40385cda2'
'2021-05-12 22:10:01',31.254,1.54466,1.11702,'sth4039f8b22'
'2021-05-12 22:20:01',32.2295,2.25352,2.48853,'sth4035c56e5'
'2021-05-12 22:30:01',26.5683,2.89473,1.27987,'sth204e38056'
'2021-05-12 22:40:01',24.8547,4.02219,2.76649,'sth2042c63ed'
'2021-05-12 22:50:01',28.9636,6.38413,2.98776,'sth40353c92f'
'2021-05-12 23:00:01',27.9872,3.38296,2.23471,'sth204d473a8'
'2021-05-12 23:10:01',25.1987,9.65904,3.07989,'sth2040d95ab'
'2021-05-12 23:20:01',26.421,1.00297,2.05034,'sth40358bb14'
'2021-05-12 23:30:01',32.9722,4.34398,2.23136,'sth204a4f3a2'
'2021-05-12 23:40:01',28.1273,1.14599,2.08269,'sth4039283c2'
'2021-05-12 23:50:01',25.9484,2.83482,2.51391,'sth403b132aa'
'2021-05-13 00:00:02',168.001,5.80978,3.18102,'sth2042f380d'
'2021-05-13 00:10:01',26.6263,4.52093,2.19429,'sth204a7740f'
'2021-05-13 00:20:02',40.3882,2.13976,2.15087,'sth204765ba4'
'2021-05-13 00:30:01',27.8266,8.50798,3.36756,'sth20446d786'
'2021-05-13 00:40:01',27.9733,3.76741,2.52144,'sth40313b474'
'2021-05-13 00:50:01',24.807,6.05121,2.71385,'sth403cf85c2'
'2021-05-13 01:00:01',27.7016,6.32069,2.49476,'sth2043c2cbe'
'2021-05-13 01:10:01',34.2821,6.2642,2.06496,'sth204180113'
'2021-05-13 01:20:01',28.2888,10.3114,4.12034,'sth403b40cff'
'2021-05-13 01:30:01',36.2466,5.89109,2.26094,'sth403804d48'
'2021-05-13 01:40:01',31.1323,3.28394,2.24774,'sth204621c2e'
'2021-05-13 01:50:01',34.2549,4.14439,2.47873,'sth4033036a4'
'2021-05-13 02:00:01',25.1578,7.91685,3.65866,'sth20488136c'
'2021-05-13 02:10:01',29.6646,4.68329,2.12904,'sth40344bb72'
'2021-05-13 02:20:01',35.9352,5.41844,2.66207,'sth20489e0f6'
'2021-05-13 02:30:01',31.9374,6.52449,3.71697,'sth204c160e1'
'2021-05-13 02:40:01',34.8473,2.01486,1.95031,'sth20494951d'
'2021-05-13 02:50:01',26.1561,6.15828,2.86063,'sth403e84e3d'
'2021-05-13 03:00:01',28.8109,6.64033,2.73089,'sth204e16792'
'2021-05-13 03:10:01',30.5254,3.29565,2.39355,'sth204ab781a'
'2021-05-13 03:20:01',32.0164,6.20252,3.46812,'sth204d1abce'
'2021-05-13 03:30:01',29.3961,2.79853,2.08926,'sth40311a8e2'
'2021-05-13 03:40:01',26.4039,3.84015,2.17358,'sth403e15821'
'2021-05-13 03:50:01',25.8289,6.2322,2.97985,'sth403b6060c'
'2021-05-13 04:00:01',29.5537,4.2596,3.65433,'sth403cbad3a'
'2021-05-13 04:10:01',27.7028,6.91052,2.60016,'sth204246f72'
'2021-05-13 04:20:01',28.2176,5.43344,1.81534,'sth2041f43a5'
'2021-05-13 04:30:01',36.1038,3.86227,2.29237,'sth403ad0703'
'2021-05-13 04:40:01',24.8425,9.20738,3.05603,'sth204b6f326'
'2021-05-13 04:50:01',24.4096,7.6417,2.91652,'sth4030cf65f'
'2021-05-13 05:00:01',25.4216,8.37878,3.51657,'sth4030fa382'
'2021-05-13 05:10:01',29.4019,2.76625,2.35235,'sth403fa96ba'
'2021-05-13 05:20:01',25.3778,5.53825,2.88632,'sth4037bfe53'
'2021-05-13 05:30:01',27.0016,11.2454,3.44,'sth403d444fb'
'2021-05-13 05:40:01',29.1343,1.60807,1.65379,'sth403cc34bd'
'2021-05-13 05:50:01',27.6612,9.9776,3.55883,'sth4033c784a'
